id,latitude,longitude
"822",14.0927012209,76.3396017609
"823",28.3456546856,72.3057776070
"824",15.4489936786,83.8709837580
"825",18.7891122139,82.5756389425
"826",11.0013293261,88.5802151259
"827",29.4899837817,82.0353907327
"828",15.3051202467,92.6015712134
"829",33.2806613072,74.8642379271
"830",35.8600910346,70.4496997727
"831",32.5490718085,69.0916753356
"832",8.8040709278,76.7983226083
"833",30.7837471947,78.9213704090
"834",23.5383269917,68.2363515584
"835",14.3929183917,79.4320156917
"836",26.5432921863,73.0368280969
"837",22.5746414237,89.4506767064
"838",14.1419685705,80.3108192393
"839",21.8894109533,94.0317416471
"840",20.3174666606,80.4198586517
"841",7.5676874028,93.0739038668
"842",9.4581300097,80.4074210418
"843",30.8321338147,96.5339943195
"844",34.2158112020,93.3519665669
"845",16.7589526783,77.8483049780
"846",32.6549481657,96.7130329930
"847",32.7686669271,85.9989929204
"848",36.3225042548,70.3045616238
"849",17.5913580043,82.8535938517
"850",30.2681070344,92.5487405071
"851",20.1849913045,77.9353184463
"852",9.4993647227,83.1120891153
"853",36.3278472053,73.6926975577
"854",14.5384446800,97.2830308337
"855",27.1843828195,70.8810932207
"856",20.2743152070,93.3847895313
"857",32.6398313530,89.6055080383
"858",19.1915790430,89.7546271378
"859",7.8147838408,71.2779694725
"860",24.6903243884,82.9877486365
"861",16.9633752025,78.7870570539
"862",24.3472319987,84.2296663541
"863",11.1207498507,88.8988209553
"864",26.0221882068,94.3312200546
"865",13.8489529460,73.9945081232
"866",11.8144779451,79.3152867464
"867",31.8282881200,87.2711265165
"868",8.5382146812,87.0116936323
"869",33.3430588239,86.1374874421
"870",35.4333892541,69.9167013362
"871",8.2163409916,76.0673513834
"872",21.9898107106,94.1560297773
"873",13.7095185851,69.3971675490
"874",9.4930287855,90.7962286137
"875",32.1904010192,85.4463029704
"876",6.7936320030,69.7590004692
"877",30.6206064293,96.2516173082
"878",36.4631824428,75.3954559211
"879",27.9882365907,88.7538559918
"880",16.7391070482,88.5014260739
"881",16.0560051669,96.0561062969
"882",31.8080450403,90.6176945022
"883",35.6176059970,81.8858508114
"884",35.6434497508,81.9898967478
"885",26.3406172677,74.3616446025
"886",34.0078222764,93.3502758732
"887",7.3796051693,81.0069585610
"888",28.6179954277,95.9419425761
"889",12.5519762167,88.4236200069
"890",10.5250604407,77.4884816167
"891",27.4837579238,71.1551668688
"892",8.2113276530,80.2243740135
"893",15.5908758864,73.6906320401
"894",31.6684761219,82.9810788682
"895",13.1454677788,89.5704341268
"896",34.0994841851,78.5606901703
"897",17.5187671642,73.8892649470
"898",24.0734607821,86.1862623371
"899",19.3875298423,75.6534138847
"900",36.7607430465,79.2205505754
"901",27.7310253615,71.7487215541
"902",27.0904909285,71.9008341724
"903",30.8311517635,68.2191138175
"904",11.6742637845,88.3258953530
"905",35.8823084428,93.4011246192
"906",22.3882079075,81.8312211223
"907",26.5560896364,74.5098726687
"908",23.7716614258,69.8409385192
"909",28.0228181998,94.4481019756
"910",33.9956889496,80.1805599428
"911",22.1548441303,93.9733007490
"912",28.2059892930,94.4591429189
"913",10.6227009302,75.5674786286
"914",15.3755532514,68.1581364956
"915",7.0274787789,87.2983292555
"916",37.0081536146,78.5578037728
"917",29.6675497999,95.5498813843
"918",19.6489947533,87.3345342865
"919",35.2223321597,94.7728076313
"920",18.2482232415,69.0532901510
"921",21.6433040355,80.8666335370
"922",26.5860101345,80.0586179138
"923",35.2631086456,68.2817060913
"924",13.9960670318,85.5015460070
"925",27.5495177705,71.7575252951
"926",36.7216109027,89.5208667679
"927",10.0299136950,88.0895848383
"928",17.4758292195,68.2841737802
"929",35.2415344319,70.0279719269
"930",21.6108729492,70.0010744060
"931",18.6019817556,84.8268033609
"932",25.3355614403,72.0987537191
"933",35.5389006932,90.3073632919
"934",19.9766240136,83.2556164981
"935",25.8787488661,93.6475195241
"936",11.6350517060,69.9472551944
"937",21.5630049146,85.2211917453
"938",11.8316536391,89.4286006739
"939",10.6549434017,91.0759212874
"940",31.2605432506,82.6910654334
"941",35.7203131872,78.7409731399
"942",9.5720787417,97.3007302095
"943",35.4983346468,86.4631714898
"944",31.6039935807,88.2744241076
"945",21.9866485882,83.3706712068
"946",22.1778707715,83.8533117007
"947",9.2017053507,79.2061919631
"948",19.7672276173,85.1999075687
"949",9.0949824383,81.6849335501
"950",8.7019864626,77.3563414182
"951",17.8783912220,69.0164625954
"952",33.4403066126,73.3440312707
"953",8.2556245325,85.5183809814
"954",21.4600049293,87.4875962566
"955",36.8169094573,79.6026778789
"956",31.5801096585,71.4055424302
"957",32.2556587781,81.6509026265
"958",14.9604299892,86.6878169404
"959",11.8569840322,91.1362569945
"960",16.8050180800,69.7874659582
"961",29.2639371795,87.4532078400
"962",35.2634148094,86.4079951412
"963",19.5964068768,77.2690314845
"964",26.2073744909,92.5119105726
"965",25.4661844957,85.6300771035
"966",27.2821282161,74.6871499059
"967",18.5786489966,91.9504576546
"968",12.0357733226,88.2715931107
"969",14.2469520996,90.2800999212
"970",34.4067134009,69.3553547290
"971",14.0147854872,88.7220239008
"972",28.1553150438,95.6556781604
"973",21.6700567532,79.9296509978
"974",11.0522758720,75.8087597299
"975",26.5244341139,84.8495920682
"976",14.5111956474,85.7430488990
"977",27.0981988645,96.7136096353
"978",25.2369703046,89.5381448297
"979",23.0985660778,69.7927158280
"980",17.5502329685,79.2492288524
"981",26.9177978863,80.5363368921
"982",26.7818801681,70.9267400449
"983",13.0752913285,69.4909865255
"984",34.3767836009,91.1325549741
"985",30.5988714431,78.8847477732
"986",15.3703224306,82.2421303179
"987",9.1576875461,75.5833490261
"988",15.2801403811,73.3843007671
"989",18.1350910863,90.7292492351
"990",23.7441245288,73.4412623236
"991",23.6920504269,79.7278883341
"992",33.1834924797,94.8592971991
"993",9.7750653938,95.1319545043
"994",11.1635288013,73.5929259217
"995",17.5985922560,87.8147042391
"996",17.9303870243,87.7889575389
"997",9.1770139247,92.7506665813
"998",33.7463086220,75.2443340419
"999",36.4726735999,69.5226828640
"1000",9.3502554929,72.9654599208
"1001",21.2717816371,79.5688620207
"1002",7.8984369537,82.6841919486
"1003",18.7764951156,91.3238272267
"1004",13.8776889599,84.9693176518
"1005",25.9028512049,79.0415871911
"1006",29.9808596944,86.9414379326
"1007",30.9969639975,96.2730643634
"1008",6.9991513107,71.3267727495
"1009",24.8052087033,70.2195333982
"1010",15.2993428970,93.0082359927
"1011",11.1590153612,88.4207168871
"1012",27.5486848759,95.1131366710
"1013",33.7158189034,75.0018561440
"1014",35.2678953197,81.3467823432
"1015",8.8052098019,82.1025755103
"1016",17.3420623871,69.9213839630
"1017",36.2428401697,87.5881799404
"1018",31.6654052527,95.3054442913
"1019",19.6825641350,72.1564398199
"1020",9.1737210604,91.0664474571
"1021",33.7621548649,71.8382963200
"1022",13.6195871438,84.5940429850
"1023",17.7823007546,95.6270398488
"1024",14.4408216048,84.0132199076
"1025",18.5943858223,95.3895479605
"1026",16.5635802268,79.8271068277
"1027",13.0817035121,73.3922921742
"1028",7.1089832715,73.4291775999
"1029",7.8895383342,78.7451538922
"1030",19.7943480278,88.6892962974
"1031",20.7964329806,81.3434374800
"1032",23.6490612948,83.2837044193
"1033",26.9015657418,68.7283897833
"1034",32.3559982174,88.8067383162
"1035",20.1454833958,84.7450064527
"1036",26.2538905697,83.7359441829
"1037",23.3985352514,91.5755654530
"1038",36.2063931529,88.0482786162
"1039",31.7450288663,80.6069003806
"1040",29.6540605358,96.2900637684
"1041",26.5542904654,77.7920565551
"1042",25.8036294584,88.4119950227
"1043",36.7990369727,72.8713001730
"1044",9.7812727783,89.3381473409
"1045",30.8012837403,84.9683316968
"1046",36.1275197810,86.4344646479
"1047",14.3102892575,76.1306032680
"1048",35.1131699083,71.5397294112
"1049",13.7462417933,83.6934686291
"1050",34.6759279334,72.1914601666
"1051",14.4570410077,83.5562930657
"1052",24.1647101091,74.6620305233
"1053",9.9712669032,73.1459118279
"1054",26.3158722618,96.2564066908
"1055",11.0455858326,68.1489893530
"1056",32.7291422901,72.0108010845
"1057",16.0411134882,80.4979411811
"1058",11.5539278595,86.5502906638
"1059",9.1196843667,71.0270563482
"1060",21.1667679184,83.9232562296
"1061",16.1034604157,96.9317553366
"1062",13.4193085089,74.4782741620
"1063",12.2930448869,78.2515010372
"1064",29.6132224436,80.7375912508
"1065",11.9515792142,82.2188383697
"1066",13.7084201804,89.3179156700
"1067",13.0971261856,81.0473562795
"1068",21.8782765041,88.7414155462
"1069",22.1381832939,76.3408708259
"1070",8.3622640870,92.1282323258
"1071",7.7807531978,69.4429388304
"1072",35.5280007117,77.4406056250
"1073",30.0072662049,86.6441805006
"1074",14.5766194106,82.5980657762
"1075",20.8084146998,93.1851227050
"1076",22.7304568902,71.7399346456
"1077",19.2734432142,78.9520244022
"1078",16.1571193701,93.8095037983
"1079",25.8824896565,91.4687805680
"1080",24.5398543632,95.1515825569
"1081",36.1511432079,83.0623644482
"1082",26.8322728607,71.7300474492
"1083",32.9929539850,95.3974949496
"1084",33.9469744038,80.9645437243
"1085",9.6201843110,88.6342431237
"1086",30.1705780112,92.6511449012
"1087",26.5907284070,75.5008666382
"1088",16.6757756563,84.6045858063
"1089",15.9962784370,74.4532838746
"1090",11.4407189109,72.7936977973
"1091",16.1912209014,88.2243631822
"1092",10.3116226079,70.8934421508
"1093",13.7951855185,89.2368988565
"1094",13.2316849815,93.8712957285
"1095",18.3331313337,83.0492469120
"1096",22.6009206867,90.3858997827
"1097",9.1802093963,86.4491500328
"1098",7.4524607452,81.3249977985
"1099",12.1664881594,94.3111810003
"1100",19.3482156034,85.2838671801
"1101",36.5867957375,73.9353402619
"1102",21.3740341548,77.2178841333
"1103",9.3191821380,76.4244296823
"1104",19.2441487805,86.2963849278
"1105",6.9082178855,86.4361360053
"1106",25.5627445351,93.0847336682
"1107",30.0795738363,84.9550453872
"1108",14.2669303257,75.5131702119
"1109",11.7192192581,74.9316071382
"1110",32.5718923701,70.9423823868
"1111",16.6898931334,76.1686334060
"1112",16.8528993201,94.2431159336
"1113",31.1089398269,68.4371337226
"1114",15.7608854335,94.2344633317
"1115",11.4267015223,82.3228620520
"1116",27.9865625618,77.2798435793
"1117",32.3870349107,79.2502865038
"1118",32.6413523231,87.0585498722
"1119",26.0765589601,86.7518102220
"1120",17.2387465292,85.9048064510
"1121",35.6861306083,85.8770982831
"1122",13.1455700790,69.4688197832
"1123",34.8062629066,72.9790633042
"1124",13.9541027745,72.9431803331
"1125",10.8026281831,76.5463523817
"1126",35.0342732074,96.1249500667
"1127",11.9491692680,91.2690122744
"1128",33.7053243003,71.9366936430
"1129",34.9099412897,79.3275557529
"1130",34.4409731395,86.7900675860
"1131",11.3083400492,95.5284612861
"1132",13.5819438782,84.6323834419
"1133",19.4224072301,73.1270562149
"1134",32.9338045404,71.0212823571
"1135",15.3426177721,89.4103128377
"1136",20.8196351218,70.3465327592
"1137",21.4008634064,75.6798969149
"1138",14.7477428333,68.1838208863
"1139",30.3331674453,87.6043433985
"1140",12.3477090345,88.8089129966
"1141",21.9535809768,75.7777318866
"1142",7.9217204302,77.8485183750
"1143",26.0419816080,87.3995001669
"1144",14.6260252682,78.0446032231
"1145",10.9542845422,77.0201165982
"1146",15.8590728263,73.0763863368
"1147",19.5374088654,83.4427570060
"1148",16.8999940769,71.0244016946
"1149",30.9556171287,96.3527839527
"1150",14.5817262347,89.2864931806
"1151",34.5637863823,77.2752440125
"1152",30.7428032027,75.9082138455
"1153",22.4541322005,71.3878138410
"1154",27.8796860214,69.9103690500
"1155",32.7975085094,92.2696010611
"1156",31.5135213954,79.6685516738
"1157",24.1975115732,76.8131387663
"1158",16.8936155263,90.8054661953
"1159",26.6185541119,80.1103284486
"1160",7.2836276244,73.7853506091
"1161",17.2776084081,83.1568521717
"1162",24.2234298445,71.2675190443
"1163",19.5143961177,80.9649877363
"1164",25.0499205966,89.2514601129
"1165",27.5850352084,70.7224080648
"1166",20.7184780411,91.4299871235
"1167",17.5044176977,92.7455836783
"1168",35.0343011788,79.0886926979
"1169",25.1803865859,96.8560317142
"1170",21.2980288867,69.9877122099
"1171",24.2799264139,89.7093465115
"1172",11.0798693907,72.6983897267
"1173",14.2787493379,83.9364179112
"1174",8.8306342900,85.8520574002
"1175",30.0950419391,72.6841189189
"1176",17.8684301554,78.8180116714
"1177",25.3744377515,78.4181069457
"1178",25.3058284404,92.3537851771
"1179",28.6904148336,78.3441992106
"1180",36.4845905811,80.3610322512
"1181",29.3332757431,85.2217166794
"1182",25.2888223053,81.9027206852
"1183",30.4597845162,83.7671296220
"1184",22.1428636531,81.4134024988
"1185",32.9361569170,77.0362439194
"1186",18.4476938486,78.5059724828
"1187",33.4810479418,94.4553791728
"1188",29.0650749029,76.1479268947
"1189",18.4741406314,76.5987295954
"1190",28.2462878129,68.8311183140
"1191",7.1161765945,76.0375313336
"1192",15.4536263317,94.1833595638
"1193",12.6036653752,75.8042050208
"1194",22.5803286217,91.5323119663
"1195",7.7035943227,85.8059181997
"1196",7.8259299809,95.1209933773
"1197",12.3910986351,72.4622140017
"1198",17.6819246740,79.6473304358
"1199",21.5138176752,89.0554634283
"1200",33.5082187272,92.3259846627
"1201",12.7011886301,69.2611271272
"1202",8.0856581859,95.4192130295
"1203",13.1583775631,82.1987000803
"1204",30.2161267935,82.0098212377
"1205",14.5338163099,82.6237080784
"1206",25.0509825907,97.2525350943
"1207",10.2187812241,87.6129053051
"1208",7.9919050511,78.0880095152
"1209",11.6780962354,87.0918794458
"1210",26.7968165618,82.3385301514
"1211",26.2917688658,82.5579543783
"1212",14.7229548758,82.9427426046
"1213",29.1228351824,82.0610686947
"1214",15.8475897340,91.8459758140
"1215",30.7477960862,83.3863096056
"1216",19.8867469625,85.2724054938
"1217",27.7900221537,78.2135821427
"1218",23.6389473426,93.1009392836
"1219",21.6942127460,68.8193385820
"1220",18.4087557207,78.7476816348
"1221",33.4224093634,70.1909150644
"1222",29.3764757194,82.9434196603
"1223",31.1032586451,89.9466122030
"1224",19.1339860709,93.7886087093
"1225",33.5353890575,69.9837162249
"1226",23.3263281607,75.8973784562
"1227",33.1539109441,74.9977478519
"1228",7.7768103419,89.0918494563
"1229",7.3248112451,90.3055269940
"1230",27.2140074199,84.5566634576
"1231",16.6721808906,86.6544339798
"1232",9.6614291009,71.4228990883
"1233",28.4903844907,80.3322123534
"1234",10.7732168508,84.2320134472
"1235",14.5833466127,83.5973796191
"1236",13.5745874292,72.1995597318
"1237",9.7512339931,92.8059763103
"1238",33.6276623859,75.8805215406
"1239",7.9794979369,83.6456195662
"1240",20.3291057702,82.8795646993
"1241",35.6575107189,89.3804796678
"1242",20.1024608951,74.0297267015
"1243",31.3046596071,81.2446839697
"1244",10.9410809507,78.0921241601
"1245",36.1299370826,68.4395182214
"1246",29.2228382211,82.6135378141
"1247",32.9931733243,81.9381874660
"1248",10.0485303122,85.0153661963
"1249",9.2558993999,89.3891888720
"1250",21.3663071055,95.9292112020
"1251",19.0008508682,70.0261423858
"1252",21.3351321641,80.0883791676
"1253",28.1837896019,80.4243834547
"1254",11.7817426934,87.8263176399
"1255",34.6062852466,70.0025952685
"1256",27.4590063610,90.8359960411
"1257",16.9879069480,77.3036607037
"1258",28.6868914993,85.6608244440
"1259",9.5891547725,70.1386890307
"1260",16.4728870283,87.2698476216
"1261",30.6399934021,74.3420698161
"1262",34.9505923942,70.4887146308
"1263",23.1703231385,81.4107761423
"1264",32.1666094433,74.9108575589
"1265",30.3789228351,78.9051677037
"1266",30.4304643927,89.5260275449
"1267",25.4104250569,95.8978346701
"1268",20.2938445716,83.4205831648
"1269",19.0934014993,81.2143626081
"1270",8.1567112145,91.7343830159
"1271",10.0327846446,92.1290683436
"1272",15.7430273854,87.3299218669
"1273",26.9924342983,94.5851160637
"1274",28.6765098381,75.6946938950
"1275",16.3970904506,87.0766549663
"1276",31.3590509961,82.8307746414
"1277",24.9805331730,85.5237324903
"1278",27.8594610024,92.8043377116
"1279",36.4329348998,70.6139405710
"1280",12.3217248818,88.7434376137
"1281",18.3350868095,69.9980585810
"1282",14.1023681149,73.6382443422
"1283",13.3872949359,70.6309641393
"1284",12.1871331056,75.2133969010
"1285",26.9486141651,76.1091435310
"1286",30.3035720784,97.3859456981
"1287",30.5484253805,88.8206891538
"1288",30.6073076347,81.5585557746
"1289",35.4236401548,94.9924823063
"1290",20.5163587972,85.1420752469
"1291",22.0087510732,90.2833887442
"1292",34.9257866011,82.8420913010
"1293",13.2519350038,80.4962528111
"1294",28.9954429422,96.7772208722
"1295",12.1008685745,77.3536302512
"1296",25.4469774334,69.2811068053
"1297",26.0163359985,69.5935370926
"1298",22.6527830387,83.9171300782
"1299",29.8892872245,86.0217653700
"1300",24.7258193539,83.2205387435
"1301",36.6523629922,93.7099107466
"1302",10.7949896569,90.0480008080
"1303",23.0940509613,94.1587103073
"1304",11.3802624130,76.8150942242
"1305",19.5127456209,95.0657030774
"1306",28.5749480018,70.0901040609
"1307",9.2013377462,80.5197431072
"1308",21.0007498097,71.6383637348
"1309",8.5432342600,88.4716370753
"1310",33.0334474254,75.7376414479
"1311",23.0328022173,86.9421249298
"1312",25.0334083669,86.6796023128
"1313",13.6806520191,68.2265117537
"1314",21.0521959354,95.7241733447
"1315",13.4897271908,75.2947594316
"1316",35.2642997752,77.2942851391
"1317",25.8617894278,78.2837756610
"1318",17.2245359457,77.0377721903
"1319",15.6276710832,83.7824397383
"1320",33.9675949202,71.2649186819
"1321",19.8501514236,82.5010465490
"1322",16.3434294444,79.1108380321
"1323",9.1609957647,72.3770377397
"1324",9.8780454535,86.1066175007
"1325",35.0338930693,77.3598699415
"1326",7.6254743958,77.5385165269
"1327",34.4738358426,68.1786207413
"1328",36.9815522853,75.2069459367
"1329",34.5903125050,70.6084068943
"1330",26.5664801471,86.9518776645
"1331",14.9767500424,92.6779722258
"1332",23.6937694158,89.8642033217
"1333",32.8385990247,90.7561494089
"1334",34.0399183295,77.2578109602
"1335",18.3146349538,84.8920495767
"1336",35.6859631172,71.2718134496
"1337",29.0657373561,86.7123440473
"1338",24.4148605720,74.2541391870
"1339",16.3808262842,84.2968516149
"1340",32.8929051633,75.8205597951
"1341",21.5663628344,77.0362309249
"1342",14.9715501043,78.6843054555
"1343",29.4830076488,75.5138723083
"1344",31.9304709975,96.4302914410
"1345",25.9565773738,80.2445791484
"1346",31.6564864568,68.6829536654
"1347",11.3798060633,80.2380004814
"1348",32.9533268275,73.8842201169
"1349",8.3124331061,74.2083311049
"1350",11.5502087065,96.2331215433
"1351",20.9362788956,79.5124216824
"1352",16.0364201856,95.8612008552
"1353",18.5353987723,76.0027991661
"1354",16.7246067080,90.0174094418
"1355",14.9565696919,74.7497250396
"1356",35.5203281567,69.0009072368
"1357",22.3634268693,69.4073444610
"1358",35.5378933771,84.0633880222
"1359",10.2849189141,68.5399462213
"1360",26.5721613571,92.6292535618
"1361",31.8656276220,68.5080887149
"1362",23.5623286574,86.8854584495
"1363",19.8365822118,80.7083166244
"1364",11.4641508902,97.3643974924
"1365",34.4029762277,87.1925230187
"1366",7.5164238485,81.8915444283
"1367",36.1742554400,75.3456641696
"1368",32.7166548805,94.3790828806
"1369",28.7413240895,75.9201440755
"1370",22.0089263368,71.7802385622
"1371",30.9365254078,84.6809368955
"1372",25.8718960517,80.6863612243
"1373",30.5807577169,81.1702496268
"1374",21.7223358949,83.1926376292
"1375",13.2499249978,74.7870683382
"1376",32.9584483214,82.3860728588
"1377",26.8874883541,72.4110140826
"1378",30.8957981815,84.2357238890
"1379",26.5247300640,92.1225535222
"1380",25.6691825972,68.2919060160
"1381",28.2584410685,70.2736297083
"1382",22.0380610842,75.7332094244
"1383",24.4092552453,70.8977738680
"1384",16.2433321199,78.4263455625
"1385",19.4658866506,76.0471520270
"1386",33.6167304800,73.9316677699
"1387",8.4036910509,91.0126554686
"1388",19.3826656959,75.0386933492
"1389",31.6784612486,68.7590397810
"1390",9.8889536758,73.0339805832
"1391",34.7213384669,89.3194945700
"1392",6.9067755708,77.5325215194
"1393",31.6650651761,95.2365832696
"1394",23.1313266950,90.1499207408
"1395",22.6007829306,72.3354125403
"1396",35.7480220268,82.4262384610
"1397",36.0064969510,71.5416844991
"1398",21.5843248934,81.9673756075
"1399",31.6689327956,92.5787917705
"1400",15.9101701956,90.9815189169
"1401",15.7578115267,74.8428403767
"1402",9.2799539492,71.8968354900
"1403",29.8909878011,71.5130557646
"1404",14.0663565975,91.0178991028
"1405",29.5730801649,73.4677867647
"1406",31.9075277980,77.2362608301
"1407",12.6199380653,82.7426160473
"1408",14.3651652713,69.6851952567
"1409",36.5444313221,84.3956556646
"1410",37.0680745736,89.1066549876
"1411",25.2882665534,94.3159143828
"1412",23.9681822889,90.4058920566
"1413",26.1097769174,77.8385285632
"1414",21.0751993307,93.9999695799
"1415",31.4107911358,94.7082683469
"1416",29.7506410246,97.1600051772
"1417",11.0953352547,97.0319977938
"1418",25.2822848452,95.0728926383
"1419",15.1448277296,84.2567534959
"1420",30.7362533613,91.2763449501
"1421",12.7028542731,81.6652904921
"1422",10.8268700307,91.9308388618
"1423",21.2083076488,74.6408231655
"1424",29.5367181652,69.5924181877
"1425",30.1608029587,82.3730187482
"1426",27.4496966794,95.2750080242
"1427",20.1409038913,79.9496880745
"1428",36.0991186651,88.8745352203
"1429",15.5185480907,71.7955349497
"1430",18.1969498309,96.6396860957
"1431",12.7409777781,69.8031146312
"1432",8.4182144556,85.8309619440
"1433",21.1199214664,81.6036416308
"1434",12.1459483506,70.1689479772
"1435",15.1547170128,84.6314568049
"1436",12.6789683342,71.9749583670
"1437",13.7968443613,72.1023029313
"1438",29.6361978774,75.4926881313
"1439",27.3729532256,71.0745945391
"1440",28.8541488201,76.6378508567
"1441",24.8738906054,80.5000216542
"1442",8.9234084308,82.5942452353
"1443",29.7884033050,71.7607670204
"1444",20.9506285826,85.6922674741
"1445",17.0009783489,77.9885790767
"1446",17.5009521941,88.4629284072
"1447",25.0243683875,88.3786889834
"1448",31.9444623172,75.2915875726
"1449",12.6088790163,73.4583497688
"1450",31.0479838303,69.7907875070
"1451",24.2782788731,79.1487565618
"1452",11.3813189079,85.4242207093
"1453",34.7897016034,90.3551078257
"1454",17.8846115485,90.5408424112
"1455",19.0637283370,79.3988671431
"1456",17.2788837207,91.6012833485
"1457",9.2032530551,71.8916292406
"1458",18.8423025066,72.0467829724
"1459",22.1765830103,95.4591901840
"1460",23.8752786177,92.5271812830
"1461",28.7127291452,91.3126204238
"1462",24.5719643511,94.0210910086
"1463",10.2926310202,96.0544265249
"1464",10.7239227220,73.0595982791
"1465",19.9239746289,73.0975683636
"1466",6.9737691393,68.5409045469
"1467",27.5324854302,77.7589028288
"1468",18.8956551953,71.1034654611
"1469",28.9702724642,80.2253934617
"1470",14.8265567583,95.5499950594
"1471",7.0000306828,80.0636562891
"1472",36.2696000055,94.3387616359
"1473",24.2787902435,88.8275263552
"1474",33.9000961940,84.5204950142
"1475",15.7549643239,75.2285643031
"1476",33.7393318882,81.3754848660
"1477",12.2205863212,76.4749192865
"1478",35.8970606397,83.1913069018
"1479",13.7255209407,76.4057377752
"1480",24.1681763975,78.0333304336
"1481",7.7676751365,82.7592151981
"1482",27.5110381474,87.7580123714
"1483",37.0376941498,69.3264891552
"1484",34.4522360043,70.0042882664
"1485",15.0500649460,90.5909311415
"1486",19.4822273012,73.0653300471
"1487",16.1611280695,86.5558912777
"1488",12.6370723720,90.0822500076
"1489",31.3213477699,94.2197156774
"1490",32.9457564827,90.0489405960
"1491",14.4942049152,87.8047338518
"1492",16.1961003842,81.1162100025
"1493",28.8260117064,70.7971422601
"1494",27.6091312988,87.0294714544
"1495",9.8409546809,96.4884595623
"1496",16.6460133569,84.2417133457
"1497",12.4896230601,78.2513809662
"1498",30.5942227307,77.5480927577
"1499",27.3283431941,92.2329713877
"1500",11.3291733856,85.3722788764
"1501",12.8399738787,70.3973513893
"1502",16.7476539510,72.6454597724
"1503",19.3401222301,87.4974815854
"1504",22.4085532826,88.5060571294
"1505",22.6001763556,83.5419931453
"1506",7.7659415668,94.1126429159
"1507",6.7940495727,95.4364681441
"1508",35.7416501705,95.7890276021
"1509",20.5895189092,83.0170220544
"1510",20.8683266766,90.4399986390
"1511",22.3145596678,81.7714321333
"1512",7.8232919822,87.4384989610
"1513",23.9784739498,88.2089559739
"1514",8.6125791288,71.7976223865
"1515",24.5749199790,73.4103764533
"1516",24.9069093803,81.9971112470
"1517",23.8298440262,87.8098887339
"1518",19.1356866282,76.9727092453
"1519",16.5441152319,85.6053636890
"1520",31.9844164327,85.2997250091
"1521",16.6855652556,75.5996804533
"1522",28.9068201831,97.1050671750
"1523",7.1631532826,79.0355336588
"1524",19.5281033638,71.9951873679
"1525",27.2302719114,68.9803311286
"1526",10.7726281265,95.8765086745
"1527",8.6706622187,69.5374002664
"1528",12.3104078298,86.9675689674
"1529",9.7940836217,89.5141550522
"1530",33.6374004089,92.0596185638
"1531",21.4346775717,79.1898969566
"1532",10.2980296210,75.3825057441
"1533",13.1599059654,76.8060457085
"1534",30.5852410241,87.8559616862
"1535",10.0181392195,86.7221378749
"1536",22.7474706731,84.0742731820
"1537",27.7134362298,72.6470867584
"1538",25.6261891677,96.3241647132
"1539",30.2139823978,90.0517297562
"1540",18.1013004102,86.7247169483
"1541",29.0812831909,90.5044234281
"1542",9.8724049741,91.5864791501
"1543",26.8003117083,92.3786875744
"1544",22.8679507214,78.4264278835
"1545",29.4004923946,71.6497145608
"1546",13.9517375769,93.9299264815
"1547",9.3590599097,87.6593580198
"1548",28.7412147992,78.7860397592
"1549",24.8248829638,94.6399639398
"1550",9.5195686995,73.1436058963
"1551",36.7030697003,87.5732534999
"1552",35.4807054251,94.0038976162
"1553",24.2264094667,88.0542245827
"1554",10.4893359817,68.5257391885
"1555",23.9657334528,93.6606189660
"1556",15.6801184096,83.4024230091
"1557",8.5624497854,87.2972912348
"1558",15.1548277659,95.7268996958
"1559",16.6927658113,96.8325884890
"1560",11.0507227782,74.2953454506
"1561",21.6708364132,92.9147681867
"1562",24.4321185237,91.6663464279
"1563",15.3683150448,84.6986345470
"1564",27.4676510104,77.7643186684
"1565",16.7085424926,87.2392875620
"1566",26.1426307697,96.3570624312
"1567",34.2250869526,83.5992368733
"1568",15.5227766176,91.7389503539
"1569",26.5355706312,87.8012774773
"1570",27.0256694926,95.8426894718
"1571",16.9211265544,96.2645231763
"1572",35.9965118569,95.5423283301
"1573",30.5222586196,78.7960359847
"1574",11.2421621550,94.0283326780
"1575",36.1558490729,74.9682279396
"1576",35.9721337571,94.7446242399
"1577",22.2378599418,90.5534745621
"1578",27.4453475422,83.6305491547
"1579",12.8875744843,84.5958220068
"1580",20.9771393336,83.7558014793
"1581",17.8242001199,91.1950051666
"1582",27.7940435451,82.0698674311
"1583",26.8520647259,88.1411501241
"1584",28.0020877961,74.0570875952
"1585",8.9375510270,94.5847910155
"1586",21.5735947997,97.3640767030
"1587",31.7426674780,80.8012442515
"1588",15.5098398478,84.9154535500
"1589",20.9700937463,79.0554302895
"1590",20.6007923140,82.1341735599
"1591",28.2459537294,79.6779879938
"1592",30.0756567496,87.7214564455
"1593",14.4412370273,91.0499603461
"1594",33.2793291643,75.6788139442
"1595",7.5754158018,69.8945330730
"1596",28.4458065486,88.4020741272
"1597",12.3846635180,88.1122234688
"1598",16.0620016793,79.5556479598
"1599",34.1708988921,90.7136479637
"1600",10.8110343860,82.3166946724
"1601",14.7943077503,95.6305550326
"1602",26.0326160242,78.4225713515
"1603",9.9286977779,95.2465817395
"1604",28.8723198720,81.1111560280
"1605",26.9671061532,90.5197673768
"1606",28.9105650043,95.8445325616
"1607",33.6586507512,91.2574274110
"1608",20.3748176838,97.1658187528
